,fitness,label1,label2,label3
0,0.2648086928380504,-0.07202554577223519,-0.6419383490151815,0.5493638194385686
1,0.18903789092404114,0.264645736873947,0.30120633509504957,0.8870877639072383
2,0.4064851736764534,-0.039480287021366856,0.8514044521876802,-0.44563264522768
3,0.16212900899557267,0.12910937707838177,0.2479609851309892,0.5174995997674925
4,0.38051751259010735,-0.5594278681507692,-0.7752214820009073,0.9160720363472774
5,0.3925072901003348,-0.1669445487111585,0.4045095515337829,-0.5620287762838614
6,0.19387229573043738,0.18754236865093743,-0.4901607278533129,0.4497607581247265
7,0.23040611520973564,-0.893943394199203,0.13074251539211001,0.26894632494087856
8,0.2892699419146214,0.5073859233892335,0.2956466721038058,-0.46796259762923076
9,0.5291198024271432,0.4300535121896938,0.9104255585692087,-0.9401911384062238
10,0.18458324736066317,-0.08162022480102227,0.6287939391018991,0.4396257437074178
11,0.21726028214347815,-0.9784365581493011,0.6158226776282061,0.79285544844544
12,0.7437235134220812,0.9937218243141226,0.9969817364244249,-0.9645830248598168
13,0.23805389914003322,-0.5522263146668229,0.40646416752480885,0.977923541319706
14,0.1131241320811653,0.7502894401909472,-0.2899630236695354,0.6916299661018521
15,0.22355914331519153,-0.7291231481153593,0.4860422953346757,0.840221165582391
16,0.35076601758690706,-0.27333488125983485,-0.09690865747761856,-0.32649308025436374
17,0.33970949117292304,0.4850122466322939,0.46049383672804334,-0.5148998970991867
18,0.15630471175261829,0.6947136974990311,0.036470895455485985,0.015482211754874964
19,0.19579697381736327,0.8868850028837902,-0.9167441668953349,0.03291271486215286
20,0.4216278920746039,-0.2053780109872292,-0.8776578024413759,-0.5368550487430184
21,0.24738641919376084,-0.48993206113266163,0.16766721770948045,0.8504545136870953
22,0.08868272055144959,0.796652824379565,-0.8447124222862739,0.4342510151964081
23,0.46764614045239006,-0.4138123458539431,-0.3483590225360329,-0.8101070945520523
24,0.35546399544410845,-0.13851637027730757,-0.17063341394050924,-0.3916456264120558
25,0.15324425605991207,0.8554239624047109,-0.5128098786579958,0.1665143355801182
26,0.3551561855265039,0.00941822549672322,-0.6015911756218328,-0.4278974911392863
27,0.2848093396221428,0.8735410866537563,0.5747725183398076,0.910473174770591
28,0.31683250712901917,-0.3239140684913522,-0.49128145801326006,0.7648740816689756
29,0.3079022738291416,0.9248508922210081,-0.10202317259640092,-0.24138726922808962
30,0.20109314939468478,-0.10886465036931536,0.3448473450661902,0.766817114072277
31,0.20802948421982853,0.3518416510508502,0.05439622063214733,-0.02587591689309421
32,0.24513918708036206,-0.35784866789650005,0.10785586644482792,0.14016431483665825
33,0.3761347774188966,0.3967909417103148,-0.3215148102739287,-0.8882032392719064
34,0.31351392863679184,0.19632059244265698,-0.4229876363810914,-0.38119451581262465
35,0.466486004346602,-0.8674011928377128,0.8576449821081,-0.6173323909904311
36,0.28473906999416265,-0.9842529331777461,0.07070714450378124,0.05588352318632417
37,0.4384626815518138,0.8301754734577851,0.9216036341276439,-0.04374953766377576
38,0.3917433958501389,0.059649522546058265,0.902860913231954,-0.29437746473804016
39,0.5055628865676427,-0.5549262816785399,0.9190550506888144,-0.7447495518022016
40,0.4441050150459982,-0.2769719259854959,0.2728056196757018,-0.8816423630859851
41,0.3027873036948449,0.5252809988857599,-0.3302575057347541,-0.6281031590750845
42,0.15766098071910564,0.31500861523373014,-0.4201817772837697,0.41271680927804333
43,0.4257694013065977,0.4813794660111055,0.9825968128219724,-0.25161734382959566
44,0.2191516241900382,-0.9341479375585011,0.5587877852518701,0.25472582661318355
45,0.33088849133274,0.4770733249678982,0.3927788865313051,-0.6104525840329043
46,0.2869821510819309,0.40553630997004597,0.04627408548695011,-0.36961965427085697
47,0.2643764116283329,-0.13747066089579318,-0.8665549193254685,0.422295792904396
48,0.1801139600472056,0.3490750455143279,0.30564924861514964,0.8978916278542128
49,0.279823051448055,0.445348473910157,-0.6223976475319228,-0.4635526231792142
50,0.20376639206937205,-0.23351467471218146,0.1354137783514553,0.28411521849018384
51,0.2526376702787832,0.8440577510774361,-0.7635223437138923,-0.3636014591362462
